City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,erie,42.7667,-78.6664,22.31,64,43,4.0,US,1696010465
276,alghero,40.5589,8.3181,23.05,78,20,3.44,IT,1696010466
277,kuanda,56.3161,116.0806,3.99,76,50,0.49,RU,1696010466
278,saudarkrokur,65.7461,-19.6394,5.34,82,98,6.02,IS,1696009902
279,zhalantun,48.0,122.7167,9.97,71,100,6.26,CN,1696010466
280,cidreira,-30.1811,-50.2056,18.55,81,68,20.0,BR,1696010466
281,colonia,50.9333,6.95,18.31,85,100,11.5,DE,1696009689
282,praia da vitoria,38.7333,-27.0667,23.2,95,100,19.24,PT,1696010467
283,beloyarskiy,63.7119,66.6722,1.11,75,7,4.0,RU,1696010446
284,chonchi,-42.6128,-73.8092,11.56,52,6,4.56,CL,1696010152
285,christies beach,-35.1396,138.4698,20.63,36,0,9.33,AU,1696010468
286,miles city,46.4083,-105.8406,19.82,46,61,4.97,US,1696010428
287,oradea,47.0667,21.9333,19.02,56,0,0.0,RO,1696010314
288,tocopilla,-22.092,-70.1979,20.81,63,16,11.43,CL,1696009974
289,la'ie,21.6477,-157.9253,27.81,83,36,5.99,US,1696010468
290,farasan,16.7022,42.1183,31.49,76,96,8.7,SA,1696010468
291,arlington,32.7357,-97.1081,35.1,45,0,5.75,US,1696010469
292,alakurtti,66.9672,30.3491,11.12,99,100,5.08,RU,1696010469
293,hotan,37.0997,79.9269,16.77,19,0,3.58,CN,1696010470
294,sirnak,37.5228,42.4594,18.29,33,0,1.88,TR,1696010202
295,tolanaro,-25.0319,46.9987,23.04,83,0,21.85,MG,1696010167
296,saint-louis,16.3333,-15.0,37.15,27,100,10.22,SN,1696010470
297,linevo,54.4589,83.3764,6.63,94,77,6.98,RU,1696010471
298,chita,52.0333,113.55,-0.06,93,100,2.24,RU,1696010240
299,ad dilam,23.9915,47.1627,33.29,12,0,5.08,SA,1696010471
300,birjand,32.8663,59.2211,14.57,27,0,5.75,IR,1696010471
301,locharbriggs,55.1034,-3.5844,14.42,84,1,11.3,GB,1696010471
302,canto do buriti,-8.11,-42.9444,38.94,16,42,3.69,BR,1696010472
303,georgetown,5.4112,100.3354,26.68,92,20,5.01,MY,1696010156
304,ribeira brava,32.65,-17.0667,27.35,80,82,4.03,PT,1696010472
305,santa sylvina,-27.8326,-61.1375,27.81,25,20,11.72,AR,1696010472
306,badger,64.8,-147.5333,2.06,71,20,3.44,US,1696010043
307,rong'an,26.1247,119.1214,23.8,96,3,1.83,CN,1696010473
308,mount isa,-20.7333,139.5,24.87,29,0,9.22,AU,1696010473
309,saintes,45.6667,-0.75,22.32,83,84,5.73,FR,1696010403
310,touros,-5.1989,-35.4608,28.26,61,44,16.28,BR,1696009830
311,tamanrasset,22.785,5.5228,27.95,20,40,8.05,DZ,1696010474
312,hami,42.8,93.45,18.42,22,24,4.23,CN,1696010474
313,bikenibeu village,1.3673,173.1241,28.62,70,100,7.18,KI,1696010474
314,gaspe,48.8334,-64.4819,19.6,50,78,3.69,CA,1696010474
315,hadibu,12.65,54.0333,26.77,84,58,3.22,YE,1696010109
316,simplicio mendes,-7.8539,-41.9103,40.72,12,69,5.75,BR,1696010475
317,kenitra,34.261,-6.5802,25.42,53,9,7.34,MA,1696010475
318,udachny,66.4167,112.4,0.25,92,100,14.56,RU,1696010159
319,stiens,53.2623,5.7577,16.99,78,40,8.05,NL,1696010475
320,vorgashor,67.5833,63.95,-0.21,79,90,2.04,RU,1696010155
321,shurugwi,-19.6702,30.0059,20.24,61,74,6.31,ZW,1696010475
322,barra da estiva,-13.6261,-41.3269,27.62,40,49,11.9,BR,1696010476
323,kourou,5.1552,-52.6478,34.03,55,13,13.22,GF,1696010476
324,lompoc,34.6391,-120.4579,22.18,60,23,3.0,US,1696010195
325,yuzhno-kurilsk,44.0306,145.8556,13.93,83,0,3.76,RU,1696010171
326,la passe,45.5549,-0.8967,22.13,84,74,5.23,FR,1696009914
327,ballina,-28.8667,153.5667,13.77,90,4,7.65,AU,1696010476
328,zelenogorskiy,55.0333,87.0,7.48,94,100,2.39,RU,1696010477
329,bentota,6.4254,79.9948,25.31,88,95,6.08,LK,1696010477
330,dikhil,11.5,42.1667,31.58,44,98,5.3,DJ,1696010477
331,lethem,3.3803,-59.7968,37.82,34,54,0.98,GY,1696010477
332,olonets,60.9847,32.9698,15.35,79,100,8.01,RU,1696010243
333,todos santos,23.45,-110.2167,36.28,75,6,11.25,MX,1696009937
334,cooper's town,26.8667,-77.5167,28.31,75,69,4.12,BS,1696010478
335,san bernardo del viento,9.3533,-75.9524,30.29,74,27,8.1,CO,1696010478
336,hilo,19.7297,-155.09,26.82,90,6,5.01,US,1696010478
337,igarka,67.4667,86.5833,-0.1,99,100,2.53,RU,1696010191
338,galliano,29.4422,-90.2992,30.0,66,40,6.91,US,1696009956
339,cill airne,52.05,-9.5167,14.03,82,20,4.61,IE,1696009960
340,mount pearl,47.5166,-52.7813,18.58,59,75,23.02,CA,1696010142
341,opuwo,-18.0607,13.84,25.11,32,6,14.97,NA,1696009944
342,nuuk,64.1835,-51.7216,1.6,100,91,18.01,GL,1696010181
343,sinjai,-5.1241,120.253,22.37,87,93,4.43,ID,1696010479
344,sisimiut,66.9395,-53.6735,2.8,80,98,4.18,GL,1696009952
345,qarqaraly,49.4058,75.4742,9.6,90,100,4.52,KZ,1696010480
346,banda aceh,5.5577,95.3222,26.3,84,87,7.16,ID,1696009887
347,freetown,8.484,-13.2299,27.19,83,99,5.37,SL,1696010480
348,angaur state,6.906,134.13,28.21,83,93,18.5,PW,1696010480
349,kencong,-8.2833,113.3667,22.04,92,26,1.48,ID,1696010480
350,mayya,61.7333,130.2811,-7.38,66,45,1.77,RU,1696010481
351,chilliwack,49.1747,-121.9443,13.48,86,14,5.01,CA,1696010481
352,saint-philippe,-21.3585,55.7679,21.77,79,41,12.46,RE,1696009844
353,sena madureira,-9.0656,-68.6569,36.2,38,81,2.04,BR,1696009945
354,calvi,42.5,8.8333,18.35,78,0,1.14,FR,1696010482
355,guajara mirim,-10.7828,-65.3394,37.56,32,75,2.28,BR,1696010482
356,san borja,-14.8167,-66.85,38.97,26,27,4.07,BO,1696010482
357,dompu,-8.5356,118.4622,22.1,84,96,1.77,ID,1696010482
358,korla,41.7597,86.1469,18.82,32,99,10.6,CN,1696009986
359,bonito,-21.1211,-56.4819,35.6,30,33,3.83,BR,1696010483
360,necochea,-38.5473,-58.7368,10.02,69,100,17.07,AR,1696010259
361,mata-utu,-13.2816,-176.1745,26.68,73,67,19.24,WF,1696009898
362,kollam,8.8833,76.6,25.28,87,100,4.74,IN,1696010483
363,nemuro,43.3236,145.575,15.18,76,27,7.63,JP,1696010140
364,nova sintra,14.8667,-24.7167,24.86,77,99,7.85,CV,1696010158
365,uliastay,47.7417,96.8444,-2.99,69,29,7.23,MN,1696010484
366,sekong,-6.3996,106.0252,22.64,86,71,1.25,ID,1696010484
367,severo-yeniseyskiy,60.3725,93.0408,3.9,94,100,4.68,RU,1696009888
368,coxen hole,16.3244,-86.5366,28.8,75,99,2.44,HN,1696010484
369,whitecourt,54.1502,-115.6855,7.58,100,100,6.91,CA,1696010485
370,alaghsas,17.0187,8.0168,37.59,9,4,11.48,NE,1696010485
371,whakatane,-37.9585,176.9854,12.51,83,100,4.0,NZ,1696010485
372,sebastopol,44.6,33.5333,18.89,61,22,3.24,UA,1696010204
373,santa ana de yacuma,-13.75,-65.4333,39.22,29,47,3.78,BO,1696010485
374,alagon,41.7696,-1.1191,30.13,35,0,0.0,ES,1696010486
375,orosi,36.5449,-119.2873,27.23,52,0,5.75,US,1696010486
376,barra do bugres,-15.0725,-57.1811,38.91,27,77,2.28,BR,1696010486
377,gornozavodsk,58.3758,58.3211,8.23,92,91,7.76,RU,1696010400
378,yarmouth,41.7057,-70.2286,18.33,88,100,11.01,US,1696009962
379,nagqu,31.5,92.0,3.16,86,82,7.65,CN,1696010486
380,pathein,16.7833,94.7333,24.54,98,100,3.67,MM,1696009902
381,leamington,42.0549,-82.6062,20.6,75,83,3.0,CA,1696010487
382,funafuti,-8.5243,179.1942,28.0,89,75,1.14,TV,1696010487
383,ingeniero guillermo n. juarez,-23.9,-61.85,28.26,20,91,10.65,AR,1696010487
384,cappelle-la-grande,50.9998,2.3585,16.66,42,16,1.01,FR,1696010436
385,west bay,19.3667,-81.4167,33.04,72,75,9.22,KY,1696009950
386,brigantine,39.4101,-74.3646,19.46,96,100,6.91,US,1696010488
387,ivankiv,50.9386,29.8943,16.17,48,7,5.53,UA,1696010488
388,palikir - national government center,6.9248,158.1611,28.24,69,61,2.73,FM,1696009946
389,hillsborough,37.5741,-122.3794,23.79,82,75,18.41,US,1696010488
390,bliss corner,41.6118,-70.9384,17.8,86,100,12.66,US,1696010488
391,sinabang,2.4803,96.3801,26.65,79,99,5.64,ID,1696010176
392,machico,32.7,-16.7667,27.35,59,20,10.36,PT,1696010489
393,yudong,29.385,106.5194,23.61,95,86,0.94,CN,1696010426
394,ghadamis,30.1337,9.5007,28.03,26,8,10.98,LY,1696010450
395,antonio enes,-16.2325,39.9086,25.01,80,100,12.19,MZ,1696010489
396,urengoy,65.9667,78.3667,0.62,88,90,15.01,RU,1696010490
397,north bellport,40.7743,-72.9429,16.64,95,100,20.71,US,1696010490
398,ola,59.5833,151.2833,5.44,89,97,1.43,RU,1696010490
399,camayenne,9.535,-13.6878,28.21,79,96,8.12,GN,1696010450
400,mersing,2.4312,103.8405,25.34,90,96,4.38,MY,1696010490
401,cuito,-12.3833,16.9333,21.61,46,66,4.74,AO,1696010491
402,petrozavodsk,61.7849,34.3469,11.7,100,75,0.0,RU,1696010457
403,yeppoon,-23.1333,150.7333,17.88,86,1,6.22,AU,1696010491
404,atafu village,-8.5421,-172.5159,28.67,71,35,10.54,TK,1696009916
405,okhotsk,59.3833,143.3,6.43,90,100,2.93,RU,1696010491
406,carnarvon,-24.8667,113.6333,19.11,78,2,21.9,AU,1696010135
407,nampa,43.5407,-116.5635,21.5,38,0,5.75,US,1696010445
408,gizo,-8.103,156.8419,26.52,84,97,7.36,SB,1696010492
409,jianshui,23.6363,102.8264,18.65,95,51,2.15,CN,1696010492
410,guerrero negro,27.9769,-114.0611,22.61,61,15,11.61,MX,1696010172
411,luang namtha,20.9497,101.4011,22.17,100,95,0.67,LA,1696010493
412,south venice,27.0531,-82.4243,31.99,85,0,1.99,US,1696010493
413,thu dau mot,10.9667,106.65,26.03,100,40,4.61,VN,1696010493
414,xudat,41.631,48.681,18.13,79,90,3.53,AZ,1696010493
415,haiku-pauwela,20.9219,-156.3051,27.25,75,0,6.91,US,1696009911
416,happy valley-goose bay,53.3168,-60.3315,18.17,52,75,8.05,CA,1696009967
417,dunedin,-45.8742,170.5036,4.89,80,67,17.0,NZ,1696009985
418,guisa,20.255,-76.5386,32.81,50,24,2.42,CU,1696010494
419,heihe,50.2441,127.4902,10.32,74,100,7.27,CN,1696010212
420,leava,-14.3,-178.1667,27.01,75,99,18.14,WF,1696010494
421,novosergiyevka,52.0934,53.6528,11.8,79,48,4.16,RU,1696010494
422,bathsheba,13.2167,-59.5167,31.55,66,19,10.96,BB,1696010495
423,idri,27.5,13.2667,29.96,25,91,9.06,LY,1696010495
424,sinazongwe,-17.2614,27.4618,27.24,51,67,2.95,ZM,1696010495
425,awjilah,29.1081,21.2869,27.74,40,1,11.41,LY,1696010495
426,czaplinek,53.5578,16.2333,20.31,82,100,7.2,PL,1696010495
427,ambilobe,-13.2,49.05,24.84,61,81,5.73,MG,1696010496
428,grants,35.1473,-107.8514,25.13,23,0,11.5,US,1696010496
429,margate,51.3813,1.3862,17.05,65,7,9.17,GB,1696010184
430,posto fiscal rolim de moura,-13.0833,-62.2667,39.05,31,66,3.2,BR,1696010496
431,sydney,-33.8679,151.2073,16.51,90,75,5.75,AU,1696010218
432,miyako,39.6367,141.9525,15.72,70,57,4.54,JP,1696010497
433,puerto deseado,-47.7503,-65.8938,11.37,53,18,25.28,AR,1696010497
434,kalyazin,57.2403,37.8433,14.8,74,99,6.76,RU,1696010403
435,napili-honokowai,20.9708,-156.6705,27.88,72,7,12.97,US,1696010497
436,elliot lake,46.3834,-82.6331,20.38,48,2,5.44,CA,1696010497
437,pingliang,35.5392,106.6861,12.54,90,16,2.77,CN,1696010479
438,havre,49.5833,0.3333,15.87,72,0,10.36,FR,1696010498
439,ashkasham,36.6833,71.5333,1.65,93,97,0.78,AF,1696010498
440,agudos,-22.4692,-48.9875,32.97,30,51,3.56,BR,1696010498
441,cockburn town,21.4612,-71.1419,29.49,75,8,14.07,TC,1696010498
442,faya-largeau,17.9257,19.1043,33.18,36,77,0.98,TD,1696010494
443,oroquieta,8.4858,123.8044,25.15,91,100,4.09,PH,1696010499
444,anklam,53.8564,13.6897,18.89,85,72,7.38,DE,1696010499
445,wuchang,44.9143,127.15,9.95,87,49,10.45,CN,1696010244
446,colares,38.7992,-9.4469,31.92,54,0,11.5,PT,1696009939
447,aleksandrov gay,50.147,48.5704,18.84,44,16,7.47,RU,1696010499
448,labytnangi,66.6572,66.4183,-0.42,74,11,4.0,RU,1696010500
449,motueka,-41.1333,173.0167,6.72,89,16,6.42,NZ,1696010500
450,ancud,-41.8697,-73.8203,12.28,58,0,4.43,CL,1696009939
451,swakopmund,-22.6833,14.5333,13.32,84,49,5.01,NA,1696010452
452,mooirivier,-29.2082,29.9946,16.34,31,0,1.59,ZA,1696010500
453,loikaw,19.6742,97.2094,20.44,100,100,2.91,MM,1696010501
454,galesong,-5.3166,119.3661,22.01,67,99,9.51,ID,1696010501
455,yorkton,51.2167,-102.4677,18.52,37,46,5.84,CA,1696010501
456,nagahama,35.3833,136.2667,19.43,72,0,2.91,JP,1696010501
457,khandyga,62.6667,135.6,-1.69,65,14,4.29,RU,1696010501
458,san pedro pochutla,15.7333,-96.4667,32.48,55,77,5.91,MX,1696010502
459,es castell,39.8795,4.2854,24.38,73,20,4.61,ES,1696010502
460,lesosibirsk,58.2358,92.4828,6.62,92,100,7.43,RU,1696010502
461,ornskoldsvik,63.2909,18.7153,13.53,94,100,4.61,SE,1696009971
462,wenchang,30.904,118.4887,22.81,93,71,4.99,CN,1696010502
463,wagar,16.1525,36.2032,36.79,23,22,2.59,SD,1696010503
464,mindelo,16.8901,-24.9804,26.24,76,97,14.88,CV,1696010454
465,mandalgovi,45.7625,106.2708,4.06,61,12,1.52,MN,1696010503
466,camenca,48.0319,28.6978,19.99,35,0,5.55,MD,1696010503
467,verdal,63.7933,11.4817,12.02,94,99,1.9,NO,1696010503
468,acara,-1.9608,-48.1967,39.88,21,13,4.88,BR,1696010504
469,manta,-0.95,-80.7333,25.88,73,75,8.05,EC,1696010269
470,kupino,54.3663,77.2981,10.03,75,83,4.92,RU,1696010504
471,sungailiat,-1.85,106.1333,26.26,82,46,8.68,ID,1696010504
472,mcminnville,45.2101,-123.1987,15.61,88,100,4.72,US,1696010504
473,goronyo,13.4423,5.6763,31.4,47,100,5.48,NG,1696010505
474,tambura,5.6,27.4667,21.78,91,70,1.21,SS,1696010505
475,villa yapacani,-17.4,-63.8333,35.79,26,30,4.9,BO,1696010414
476,corinto,37.9407,22.9573,21.61,60,18,2.53,GR,1696010505
477,plettenberg bay,-34.0527,23.3716,17.6,73,78,3.47,ZA,1696010168
478,melekeok village,7.4957,134.6367,28.31,83,100,11.5,PW,1696010506
479,yerofey pavlovich,53.9667,121.9667,2.35,88,36,4.85,RU,1696010506
480,nieuw amsterdam,5.8833,-55.0833,37.3,51,35,12.03,SR,1696010506
481,kachug,53.9606,105.8817,6.87,71,65,1.88,RU,1696010506
482,burutu,5.3509,5.5076,23.92,91,100,6.6,NG,1696010490
483,soe,-9.8607,124.284,16.36,75,55,4.23,ID,1696010507
484,suntar,62.1444,117.6319,4.76,91,97,5.1,RU,1696010507
485,jayapura,-2.5333,140.7,23.66,85,88,4.29,ID,1696010507
486,jiuquan,39.7432,98.5174,10.86,29,73,3.51,CN,1696010507
487,mizdah,31.4451,12.9801,25.42,36,54,5.95,LY,1696010507
488,san jose,37.3394,-121.895,23.33,66,40,30.0,US,1696010397
489,walvis bay,-22.9575,14.5053,13.38,80,26,7.63,NA,1696010508
490,dubna,56.7333,37.1667,14.41,75,89,5.35,RU,1696010271
491,kailua-kona,19.6406,-155.9956,28.06,66,0,8.05,US,1696009921
492,koryazhma,61.3143,47.1691,12.17,95,79,3.33,RU,1696010441
493,lufilufi,-13.8745,-171.5986,26.71,80,77,11.16,WS,1696010508
494,lubao,14.9167,120.55,25.89,90,99,2.3,PH,1696010508
495,kharkhorin,47.1975,102.8238,3.4,64,3,4.9,MN,1696010509
496,cabo san lucas,22.8909,-109.9124,36.45,58,3,8.81,MX,1696010509
497,tianpeng,30.9866,103.9393,21.23,84,6,0.96,CN,1696010509
498,mumbwa,-14.9783,27.0619,24.67,40,85,4.52,ZM,1696010509
499,foumban,5.7291,10.9001,17.87,95,86,2.21,CM,1696010510
500,tadine,-21.55,167.8833,18.48,69,59,12.41,NC,1696010510
501,palopo,-2.9996,120.1921,24.32,84,92,2.91,ID,1696010510
502,cinisi,38.1562,13.1073,23.56,72,20,10.36,IT,1696010511
503,burley,42.5357,-113.7928,16.98,38,0,9.22,US,1696010511
504,belmonte,-15.8631,-38.8828,25.02,74,96,11.41,BR,1696010511
505,saguenay,48.4168,-71.0657,21.45,50,73,1.12,CA,1696010511
506,yinchuan,38.4681,106.2731,14.71,18,4,5.21,CN,1696010511
507,puerto piray,-26.4678,-54.7148,25.24,57,55,3.53,AR,1696010512
508,bukama,-9.2,25.85,24.13,77,90,3.51,CD,1696010512
509,oppdal,62.5943,9.6912,9.22,88,56,4.14,NO,1696010512
510,port douglas,-16.4833,145.4667,22.67,72,84,15.88,AU,1696009980
511,hasaki,35.7333,140.8333,23.22,74,69,10.94,JP,1696010512
512,garissa,-0.4536,39.6401,29.52,53,89,18.92,KE,1696009879
513,keminmaa,65.8596,24.8228,12.87,94,100,11.5,FI,1696010513
514,villa riva,19.1807,-69.9132,33.27,55,83,7.47,DO,1696010513
515,east london,-33.0153,27.9116,22.52,78,0,4.61,ZA,1696010185
516,el bayadh,33.6832,1.0193,23.51,21,20,9.31,DZ,1696010513
517,greenville,35.6127,-77.3663,22.02,89,100,9.22,US,1696010425
518,turpan,42.9333,89.1667,23.36,22,60,3.65,CN,1696010513
519,santiago de cao,-7.9589,-79.2392,20.95,79,87,14.43,PE,1696010425
520,cova figueira,14.8905,-24.2934,25.23,81,94,9.26,CV,1696010514
521,xinyuan,37.3,99.0,3.43,56,80,1.97,CN,1696010514
522,mount gambier,-37.8333,140.7667,11.54,60,5,7.31,AU,1696010514
523,nyrob,60.733,56.7202,8.79,94,99,4.29,RU,1696010514
524,lichtenburg,-26.152,26.1597,19.11,34,5,8.68,ZA,1696010515
525,waingapu,-9.6567,120.2641,24.25,77,79,3.8,ID,1696010515
526,butterworth,5.3991,100.3638,26.74,89,40,4.61,MY,1696010515
527,paungde,18.4833,95.5,23.51,97,100,3.78,MM,1696010515
528,togur,58.3631,82.8265,6.87,96,80,7.47,RU,1696010515
529,shimonoseki,33.95,130.95,21.83,76,3,2.17,JP,1696010516
530,boende,-0.2167,20.8667,23.81,86,88,3.47,CD,1696010516
531,changde,29.0464,111.6783,22.08,71,77,6.53,CN,1696010231
532,malango,-2.9627,119.9001,19.02,98,100,1.14,ID,1696009933
533,camara de lobos,32.6333,-16.9667,27.35,75,20,10.36,PT,1696010516
534,basco,20.4487,121.9702,29.01,81,48,14.54,PH,1696010517
535,vila franca do campo,37.7167,-25.4333,24.23,99,64,14.72,PT,1696010160
536,bayganin,48.6947,55.8742,13.9,43,41,5.28,KZ,1696010517
537,gebeit,21.0667,36.3167,32.47,27,8,4.54,SD,1696010517
538,pokhara,28.2333,83.9833,20.24,81,7,8.23,NP,1696010517
539,nezhinka,51.7676,55.3694,12.09,76,20,2.24,RU,1696010518
540,chibougamau,49.9168,-74.3659,18.79,52,0,3.44,CA,1696010197
541,nova vicosa,-17.8919,-39.3719,24.59,70,85,13.76,BR,1696010518
542,sharypovo,55.5403,89.2008,7.14,84,97,4.59,RU,1696010518
543,katsuura,35.1333,140.3,24.17,85,39,9.04,JP,1696010178
544,hithadhoo,-0.6,73.0833,28.28,75,6,15.73,MV,1696010139
545,santa cruz,-17.8,-63.1667,30.03,37,40,16.11,BO,1696010331
546,bang saphan,11.2126,99.5117,24.48,90,93,3.91,TH,1696010519
547,nadi,-17.8,177.4167,19.05,83,97,9.8,FJ,1696010519
548,badiyah,22.45,58.8,27.4,40,0,3.65,OM,1696010520
549,salinas,36.6777,-121.6555,22.54,73,2,1.01,US,1696010376
550,san luis,-33.295,-66.3356,19.31,22,53,17.96,AR,1696010248
